,user,description,followers,location,text
3424,aruntechone,"SOMNATH is Testimony to Indian Resilience
Ransacked & Rebuilt
Somnath loves both H & M subjects in Veraval
Arabs Turks must pay visit n reflect on ancestral sin",109,Bharat  Varsha,"@ANSHUBAJPAI1 @narendramodi Keep Burning 

We won't let #NarendraModi go till he pays our 15 Lakh Rupees"
3425,aks00991,"President, Rashtravadi Vikas Party; Headed IRS Association for three terms; Committed to building an inclusive 🇮🇳; Opposed to politics of lies, fake promises.",270,"New Delhi, India","It seems @SushilModi is not reading @NCRBHQ report on crimes

It seems you are not keen to see what happened with… https://t.co/OrGAm8sLpH"
3426,Titan_Jagpreet,"#Nationalist,

Unapologetic #Hindu,

(Active Teenager)

Devoted to @narendramodi 🙏",837,India ,"#NarendraModi: in advance*...

@narendramodi 

#Holi #Festival #होली https://t.co/ONIrVU3snp"
3427,MirrorNow,MIRROR NOW's Mission: Demand accountability and relentlessly drive improvement by addressing everyday issues.,95894,India,"During #Coronavirus pandemic, #India &amp; #Bangladesh have proven their capabilities. Today both nations are facing th… https://t.co/7D8csYWqsD"
3428,MirrorNow,MIRROR NOW's Mission: Demand accountability and relentlessly drive improvement by addressing everyday issues.,95894,India,#India and #Bangladesh are fighting #COVID19 together. India is working with the duty that 'Made in India' vaccine… https://t.co/HFCgxAw6Fz
3429,Oneindia,"https://t.co/b2BCDYhPGV is a gamut of online resources. From breaking stories, top news, current affairs to sports update, movies & entertainment.",64492,India,"PM's day-2 in Bangladesh: Temple visit, tribute to Mujib’s mausoleum, talks with Sheikh Hasina  https://t.co/iI4XLEhHdu #NarendraModi"
3430,2021Raghav,,274,India,Why is corona not spreading in poll states? Why is #BJP taking out rallies when corona is rising again. Is votes mo… https://t.co/7QPJ5TTmnE
3431,MirrorNow,MIRROR NOW's Mission: Demand accountability and relentlessly drive improvement by addressing everyday issues.,95894,India,"Both #India and #Bangladesh want to see the world progressing. Both the nations want to see stability, love, and pe… https://t.co/RZ9jjteXhX"
3432,MirrorNow,MIRROR NOW's Mission: Demand accountability and relentlessly drive improvement by addressing everyday issues.,95894,India,"I was waiting for this opportunity for many years. During my 2015 visit to #Bangladesh, I expressed my wish to visi… https://t.co/n8C6114ajk"
3433,RJhaliwal_inc,"अखिल भारतीय साहू वैश्य महासभा
जिला अध्यक्ष
जयपुर
 समाज सेवी।कांग्रेस सद्स्य।@congress @inc @rahulgandhi @rohitjhaliwal_inc",965,"Jaipur, India rajasthan","#LieLikeModi 

Did Andhbakht’s Know Modi (""Bal Narendra"") Got A Time Machine And And Fought In Mahabharata Too.

Fe… https://t.co/HYTma53T4A"
3434,MirrorNow,MIRROR NOW's Mission: Demand accountability and relentlessly drive improvement by addressing everyday issues.,95894,India,"#Bangladesh: Prime Minister #NarendraModi address the #Matua community in Orakandi. 

Watch LIVE:… https://t.co/c2oFGyhhGQ"
3435,2021Raghav,,274,India,I curse #BJP that all its wrong doings will be out soon and people of this nation will give a reply to them. The Go… https://t.co/Ri3dORNzir
3436,C11799486,I'm teacher,17,"Aurangabad, India","PM Modiji 's Bangladesh Tour
*participation in Bangladesh freedom struggle
*Visit to Matua temple
*West Bengal elec… https://t.co/xDyF0v1qCc"
3437,ChandraUnivers1,chandra university will teach any subject  with practically with the Planetary Clock.,7,"Vishakhapatnam, India","https://t.co/dbqgyLUglz
Please give a chance to work in hyper loop project .
@SonuSood @narendramodi @ysjagan… https://t.co/a5ftKD2O0b"
3438,Opoyis,High-quality trusted conversations around news and information.,10554,,Prime Minister #NarendraModi's comment on #Friday that he participated in a #satyagraha for #Bangladesh's #freedom.… https://t.co/2Bc0j4bX1g
3439,Oweaskhan_ok,just wait and watch.....,22,"Aurangabad, India","Vote for brotherhood or Vote for corruption Choice is your 
नरेंद्र मोदी
#NarendraModi
#NoVoteTo_LiarModi"
3440,KanchaEmpire_,,151,,"My favorite actor #NarendraModi 

#WorldTheatreDay https://t.co/BHHzxCYtd6"
3441,banglalivenews,all about bangladesh,10660,,Narendra Modi pays homage at Bangabandhu's tomb | Bangladesh Live News https://t.co/IYudEWflQm… https://t.co/gJY3zNd1fb
3442,NewsMobileIndia,NewsMobile is a fact checked mobile news and content platform and busts fake news. We are a signatory to IFCN code of principles  founded by @isaurabhshukla,16581,India,"All You Need To Know: Biden Invites Modi, Other World Leaders to Climate Summit

#ClimateActionNow #ClimateCrises… https://t.co/tvYl37pGFt"
3443,yespunjab,https://t.co/L8t5kU2S6h #News #Entertainment #Website with focus on #Punjab #NRIs #India by #HSBawa @bawahs #Journalist. https://t.co/SkG9zabiMw,113373,Punjab,"Tharoor says 'sorry' for slamming Modi on Bangladesh speech

#ShashiTharoor #PMModi #NarendraModi #Bangladesh… https://t.co/7ibWmGe7St"
3444,Theofficeoflord,Apun Bhagwan hai,31,Above Heaven,Font of numericals and font of message doesn’t seem to match though. Seems pre written and PM only undersigned.… https://t.co/x8rCh1AlvO
3445,Outlookindia,The fully loaded news magazine from India,229514,"New Delhi, India","PM Narendra Modi, who is on a two-day visit to Bangladesh, visited the mausoleum of 'Bangabandhu' Sheikh Mujibur Ra… https://t.co/apsYUs4Eq5"
3446,KabirJaral,Jammu & Kashmir,9,,@DrHVoffice @drharshvardhan @narendramodi @PMOIndia #HarshVardhan and #NarendraModi please step out of your celebra… https://t.co/14DAQo0JNi
3447,HitpalBatth8,ਸ਼ਤਰੰਜ ਵਿੱਚ ਵਜ਼ੀਰ ਤੇ ਜ਼ਿੰਦਗੀ ਵਿੱਚ ਜ਼ਮੀਰ ਮਰ ਜਾਵੇ ਤਾਂ ਜਿਉਂਣ ਦਾ ਕੋਈ ਫਾਇਦਾ ਨਹੀਂ !! 🌾🌾 ਕਿਸਾਨ ਮਜ਼ਦੂਰ ਏਕਤਾ ਜ਼ਿੰਦਾਬਾਦ 🌾🌾!! 💪💪ਮਾਝੇ ਦੇ ਮਝੈਲ💪💪 (❤ PB-06 ਵਾਲੇ ❤),458,Gurdaspur Punjab ,"#LieLikeModi 

Did Andhbakht’s Know Modi (""Bal Narendra"") Got A Time Machine And And Fought In Mahabharata Too.

Fe… https://t.co/xxLr5JvRX4"
3448,24NewsHD,Pakistan's 1st Current Affairs Channel with News. ہر اظہار...قابل اعتبار,753509,Pakistan,"Modi aims to expand BJP empire as Indian state votes
https://t.co/FFSDQhstBx

#24NewsHD #BJP #NarendraModi #India"
3449,Niteshverma8362,Software Engineer,26,Lucknow,@SanjayAzadSln Young #NarendraModi https://t.co/r9vpBOWmpt
3450,hamzajaved261,Chemical Engineer with interests in Digital Marketing and E-commerce.,106,"Lahore, Punjab, Pakistan",Muslims and Student activists did rally in Bangladesh’s capital (Dhaka) on Friday to denounce the upcoming visit of… https://t.co/g7iYIT5hcJ
3451,thefirstindia,Welcome to the Official Twitter page of First India Newspaper. Follow us for the latest updates. #FirstIndia | 📱Download App: https://t.co/ttcbQyyCKj,7045,"Jaipur, India","#Bangladesh | PM #NarendraModi address the Matua community in Orakandi

""I was waiting for this opportunity for man… https://t.co/5SbPmZspH9"
3452,MahendraDada,#DieHard fan of #IndianArmy #RR #NSG #ParaSF #Marcos & #India ... jai Hind 🙏🙏🇮🇳🇮🇳..,14,"Jalna, India","#NarendraModi
#Balmodi 
#LieLikeModi 
#Liermodi .. 
Be it anything , I love #NarendraModi ji @narendramodi 🙏🙏🙏🙏🙏🙏🙏💐… https://t.co/5aguEQeqQs"
3453,VidrohiANAND,"Vidrohi ANAND वेब न्यूज़ चैनल है, जो देश विदेश की हर  खबरों को आप सभी दर्शको तक पहुँचाता है | https://t.co/BzJEkIZw1A",369,LUCKNOW,"PM Narendra Modi attends community reception in Dhaka, Bangladesh
 
https://t.co/1vKbEsHmMa

#MatuaCommunity​… https://t.co/x1ecNzkbs0"
3454,navgujaratsamay,Checkout More @ Epaper: https://t.co/7w6vkodFS8 | FB: https://t.co/K9fQ5qWOn1 | Telegram: https://t.co/5CdOejL6GB | Instagram: https://t.co/NNLh5SX3H7 |,25687,"Ahmedabad, Gujarat","PM uses new VVIP Air India One for 1st time on a foreign trip.

#narendramodi #bjpindia #ramnathkovind #VVIP… https://t.co/0k8qE3AjDI"
3455,isindianpolitic,"#जयश्रीराम..!!  अंतिम लक्ष्य  #हिन्दूराष्ट्र - बस इतना बात पर हमारा परिचय तमाम होता है, हम उस रास्ते नहीं जाते जो रास्ता आम होता है!!",88,"उत्तर प्रदेश, भारत","Jesorewhari Temple in Bangladesh,PM @narendramodi follows prayer rituals being conducted by priests.Invokes Vishnu… https://t.co/ONRSrPfYlJ"
3456,Madhan12596,Work hard in silence and your victory will make noise😎,34,Pollachi,"#NarendraModi
Must Watch Video and Subscribe this Channel 
https://t.co/j8fYkoBjS5"
3457,ians_india,India's largest independent News Agency,62717,New Delhi,Senior #Congress leader and former Union Minister #ShashiTharoor (@ShashiTharoor) on Saturday admitted his mistake… https://t.co/6ko9jLiCks
3458,EastNewsin,"To Get More Updates Subscribe to our YouTube Channel:
https://t.co/mzCyXVfp3G",832,"Magzine, guwahati","#National | The Daughter of Bengal taking on India’s Prime Minister 

https://t.co/WQWkq9o8oL 

#kolkata… https://t.co/BJiFFusQQf"
3459,surtii_locho,🇮🇳 | Parody | Views Personal | Engineer |,10,,"When you go to the teacher to show a question in the supplementary in which you get some more marks.
#Modi… https://t.co/RY09DCfrFS"
3460,HussianShanaz,I'm Shanaz Hussian from Bradford learning to use Twitter,20,Bradford UK ,Ghazwa-e-Hind By SM Younus AlGohar https://t.co/FYtC7JNbQ2 Will #Pakistan attack #India or will India attack Pakist… https://t.co/i6ugq8sDfq
3461,jitendrachilka,CEO/ Founder @ H R Enterprises  |Social Media | public Speaker |yothface |Politics guru Of Pune City Experthttps://www.facebook.com/hrentrprises/,131,"Pune, India","Identify who is this child who led Mahatma Gandhi?
#NarendraModi #Bangladeshindependenceday #Bangladesh #fekumodi https://t.co/WNdjfS3mio"
3462,Lokesh_2020V,"optimistic, passionate, foody & and travelers",4,Dehradun ,"MODIJI takes a dig at #pakistan Army, Hasina thanks #India for support 
#Brotherhood #NarendraModi #INDvsENG #BBB21… https://t.co/2f0A3eWm7c"
3463,I_Rahul_Pandey_,"TV Journalist @TV9Bharatvarsh EX @aajtak @news24tvchannel @indiatvnews Tweets are personal, retweets ain't endorsement.. Anchor, Writer, Show Producer",539,Delhi,Proof that @narendramodi was sent to Jail for #Bangladesh #NarendraModi #नरेन्द्र_मोदी https://t.co/ncenvwNtG2
3464,SamiraNabila1,"Truth seeker, determined dreamer, I work with visionary people.",963,,Prime Minister #NarendraModi offers prayers at #Orakandi Temple in #KashianiUpazila #Bangladesh https://t.co/VAJFAOgkwX
3465,ArunDeshpande20,Hindu Nationalist & Patriot. Tweets are personal. RTs are not endorsements. Modi's Follower. Proud of Indian armed forces. Rashtrahit Sarvopari. Jai Hind 🇮🇳,4522,Bharat,India is blessed with Maharshi #NarendraModi 🙏🏼🙏🏼🚩🇮🇳 https://t.co/vj1rcAUr6I
3466,MBCTVODISHA,"We grow...Therefore We Change...   Official Page of MBCtv, Odisha.",33207,"Bhubaneshwar, India",#Bangladesh : Prime Minister #NarendraModi offers prayers at #Orakandi Temple in #KashianiUpazila https://t.co/5MqbgKAXoY
3467,SamiraNabila1,"Truth seeker, determined dreamer, I work with visionary people.",963,,US President #JoeBiden invites 40 world leaders including PM #NarendraModi to the virtual #climate summit. https://t.co/c3bojmyUS3
3468,JohnDemol7,,12,India,"#NarendraModi ki reality

https://t.co/7XBf1Q6FR9"
3469,padamata,"⭐💒From #Amalapuram, AP. In Delhi since 05-07-1991🌠.
⭐🌠Honour Your Parents is Godly Order, we should Obey⛪🌠

🌄 United India, My Dream 🌄",67,"New Delhi, India","@NareshTikaitBKU #NarendraModi ji in interview said: at the age of 17 left School.

As per following, in 1972 he jo… https://t.co/p4mvusyE13"
3470,JameelaAli2501,Learn about Islam Quran Spirituality etc watch SM Younus AlGohar live every night 22.30 UK time https://t.co/7A5PWDOX5n then research & investigate before believing,35,Manchester UK ,Ghazwa-e-Hind By SM Younus AlGohar https://t.co/1Tt1ugK1hu Will #Pakistan attack #India or will India attack Pakist… https://t.co/aAETAlzdcE
3471,newsbluntmedia,,348,India,PM @narendramodi writes his message in visitor's book at #Bangabandhu Mausoleum Complex.#NarendraModi… https://t.co/MH51jSq5Qv
3472,FinancialXpress,"A complete up-to-date source for biz news, #finance news, #stockmarket news,  economy news online. 
हिंदी में @fehindi | https://t.co/yeMh2f2ymw",718862,"New Delhi, India","#WestBengal's Matua votes and its connection with PM #NarendraModi's Bangladesh visit

#WestBengalElections2021 

https://t.co/d4qv8S7W1H"
3473,RKarvara,,12,,"#India is already a dominating country in whole asia , and someday it will dominate world wide .

#NarendraModi… https://t.co/7fOlV957F7"
3474,bsindia,"Latest updates #news #LIVE coverage on #economy #companies #markets #politics and #technology from India's leading business daily
https://t.co/VVl6HGuvvc",2078904,India,"Prime Minister #NarendraModi on Saturday morning offered prayers at the Jeshoreshwari Kali Temple in Ishwaripur, Sa… https://t.co/Plo8geIdcV"
3475,HareeshKalburgi,Techie ⚙️ | News Junkie 🗞️ | Traveller 🌍 | Chef 👨‍🍳 | Music Addict 🎵 | Ciinemaholic 🎬 | Engineer 🕶️ | 🇮🇳 | ಕನ್ನಡಿಗ.,43,Planet Earth,"In the name of #Hubballi #SmartCity all looted our money. Shame! 

#NarendraModi's Smart City vision has been compl… https://t.co/4E9nRlB1ju"
3476,anju_queen,"Born to Live Love & Die for Motherland
Hindustan Meri Jaan",8,"Greater Noida, India","@MamataOfficial #Bangladesh News :-
These are Not Fonts of Microsoft but #Handwriting of Prime Minister… https://t.co/Lxi13cVPbi"
3477,LoveGau75554351,,5,,"Or private sector me holidays ka graph bhut down h 
Ek hi desh me public k sath discrimination ho rha h akhir kb ta… https://t.co/gAdQYEoZRn"
3478,padamata,"⭐💒From #Amalapuram, AP. In Delhi since 05-07-1991🌠.
⭐🌠Honour Your Parents is Godly Order, we should Obey⛪🌠

🌄 United India, My Dream 🌄",67,"New Delhi, India","@news24tvchannel @Pankaj37752635 @narendramodi #NarendraModi ji in interview said: at the age of 17 left School.

A… https://t.co/iyxkmhDRcZ"
3479,uniindianews,Official twitter handle of UNI - India's premier multilingual news agency!,2693,"New Delhi, Delhi","PM Modi pays homage at Bangabandhu's tomb in Bangladesh
#BangabandhuTomb
#NarendraModi
#Bangladesh https://t.co/VySF0oxejt"
3480,bsindia,"Latest updates #news #LIVE coverage on #economy #companies #markets #politics and #technology from India's leading business daily
https://t.co/VVl6HGuvvc",2078904,India,US President #JoeBiden has invited 40 world leaders including Indian Prime Minister #NarendraModi for a virtual lea… https://t.co/ghskb7mbXS
3481,mahadevaholic,"मैं शब्द, तुम अर्थ तुम बिन...मैं व्यर्थ..!",376,India,"1st PM of India who never shies away from showing his religion i.e. HINDU
#NarendraModi in #Bangladesh https://t.co/S3ysQ4M4DJ"
3482,Lokesh_2020V,"optimistic, passionate, foody & and travelers",4,Dehradun ,"PM Modiji places handmade #mukut on #Kali idol at jeshoreshwari temple in #Bangladesh.
#India #Bangladesh50… https://t.co/Et802Wbijm"
3483,umaradilnadwi,"Life for serving #humanity॥ मानवता ही सब कुछ है॥ यदि आप किसी से प्यार नहीं कर सकते, तो कम से कम उससे नफरत न करें॥ Follow 🔙करना ना भूलें",2027,"Bangkok, Thailand","Who said Neil Armstrong was the 1st to step into moon ? 😡
#Bangladesh 
#NarendraModi https://t.co/QIllJvu28Y"
